"","date","titles","Views_final"
"1843",2018-04-05,"Takahashi K9mm",167
"1844",2018-04-05,"Takahashi K25mm",256
"1845",2018-04-05,"Explore Scientific 24mm 82 degrees",83
"1846",2018-04-05,"Meade series 4000 26mm Japan, Celestron 26mm silver top, Televue 26 mm plossl Ja",124
"1847",2018-04-04,"8 mm NexStar Plössl",112
"1848",2018-04-04,"Lunt LS 10mm SWA 70 Degree Eyepiece 1.25",144
"1849",2018-04-04,"Televue 13mm Ethos Eyepiece NEW",134
"1850",2018-04-04,"Wanted - .965"" Vixen Orthos, 4mm and 12.5mm",95
"1851",2018-04-03,"Celestron 26mm silvertop plossl",92
"1852",2018-04-03,"Meade 8mm-24mm Zoom",181
"1853",2018-04-03,"KOWA TSN PZ f/680-1000mm",146
"1854",2018-04-03,"Meade Super Plossl 26mm volcano top Japan",177
"1855",2018-04-03,"Mint TeleVue 8mm Ethos",228
"1856",2018-04-03,"A few fine EPs for sale",684
"1857",2018-04-03,"32mm Astrola 2"" SP Eyepiece In Box",67
"1858",2018-04-03,"Oddball University 2"" 10mm ""Wide View Plossl""",83
"1859",2018-04-03,"Skywatcher Nirvana 28mm UWA 82 degree 2""",222
"1860",2018-04-03,"Baader Hyperion 10mm 1.25"" eyepiece",120
"1861",2018-04-03,"Celestron X-cel 12 mm.",151
"1862",2018-04-03,"Antares 2 inch SCT visual back",154
"1863",2018-04-03,"Nice Tele Vue 15mm Widefield",224
"1864",2018-04-03,"Celestron Axiom LX 7MM",139
"1865",2018-04-03,"Meade 18mm smooth top superwide",63
"1866",2018-04-02,"Meade Series 4000 26mm Japan",108
"1867",2018-04-02,"Tele Vue 9mm Delite",142
"1868",2018-04-02,"6mm Burgess/TMB planetary",131
"1869",2018-04-02,"Orion Ultrascopic 15mm and 25mm",244
"1870",2018-04-02,"Orion Expanse eyepieces 6mm and 9mm great condition",166
"1871",2018-04-02,"2X Pre-RKE Edmund 1.25"" EPs",241
"1872",2018-04-02,"Meade 20mm Plossl",77
"1873",2018-04-01,"Like New in Box Baader Mark III Zoom EP 205.00 FREE SHIP",169
"1874",2018-04-01,"Televue Nagler 3-6mm zoom eyepiece",154
"1875",2018-04-01,"Ethos 8mm & 17mm",437
"1876",2018-04-01,"[Brand new Unused] Delos Set",405
"1877",2018-04-01,"GSO 2 inch to 1 1/4 inch Eyepiece Adapter",97
"1878",2018-04-01,"TV DELOS 10mm",131
"1879",2018-03-31,"Baader Hyperion 13mm Complete in Box $75.00",144
"1880",2018-03-31,"Tele Vue Panoptic 35mm or Comparable",114
"1881",2018-03-31,"Baader 2"" Clicklock Adapter for Large SCT 3.25""",167
"1882",2018-03-31,"WTB Unitron Polarex Unihex Turret",96
"1883",2018-03-31,"Delos 17.3mm",147
"1884",2018-03-30,"University Optics HD Orthoscopic",100
"1885",2018-03-30,"Explore Scientific 20mm 70 degree eyepiece",201
"1886",2018-03-30,"Vixen 4mm LV (Japan)- Excellent",138
"1887",2018-03-30,"Tele Vue 40mm Plossl - marked JAPAN",196
"1888",2018-03-29,"Tele Vue Nagler 26 / 31mm or Panoptic 35",222
"1889",2018-03-29,"Televue 6mm Radian - Like New!",217
"1890",2018-03-29,"Orion LaserMate Delux and Collimating Eyepiece",122
"1891",2018-03-29,"Baader Hyperion 8-24mm Clickstop-Zoom",265
"1892",2018-03-29,"Televue 3-6mm Nagler zoom",133
"1893",2018-03-29,"1.25"" High Point 20mm Super View",149
"1894",2018-03-29,"Delos 17.3mm [ Unused ]",171
"1895",2018-03-29,"Ethos 8mm [Bevel Model]",196
"1896",2018-03-29,"22T4 Nagler",162
"1897",2018-03-29,"Delos 17.3",173
"1898",2018-03-29,"ES 20mm 100 degree",212
"1899",2018-03-29,"Televue 35mm Panoptic, box, caps, shipped",224
"1900",2018-03-29,"Meade HD-60 Set",268
"1901",2018-03-29,"Wanted - 35 Panoptic",86
"1902",2018-03-28,"Baader Hyperion 21mm Modular eyepiece",117
"1903",2018-03-28,"Celestron X-Cel LX eyepieces 5, 7, 18, 25, 2X",113
"1904",2018-03-28,"Meade 5000 Series 32mm Plossl",211
"1905",2018-03-28,"TeleVue 41mm Panoptic",164
"1906",2018-03-28,"TeleVue 35mm Panoptic",389
"1907",2018-03-28,"Seeking 1.25"" 25mm Ortho Unitron Eyepiece or Equivalent",89
"1908",2018-03-28,"WTB Meade Series 4000 18mm and 24mm superwides",80
"1909",2018-03-28,"Meade Series 5000 UWA 24, 30mm",93
"1910",2018-03-28,"William Optics 12.5mm SPL",119
"1911",2018-03-27,"Tele Vue 35mm Panoptic",352
"1912",2018-03-27,"Ethos 8mm and 13/17mm",116
"1913",2018-03-27,"Vixen SSW 7 mm Ultra Wide Eyepiece with 83 degree field of view",190
"1914",2018-03-27,"Meade 5mm plossls and 9.7 mm plossl",161
"1915",2018-03-27,"Brand New Unused Delos 8mm",138
"1916",2018-03-27,"T.V. Ethos 13",155
"1917",2018-03-27,"Celestron Volcano Top Eyepieces Japanese Glass Vintage",233
"1918",2018-03-27,"Ethos 17mm for sale",207
"1919",2018-03-27,"Baader Morpheus eyepieces",212
"1920",2018-03-27,"Televue 2"" SCT threaded adaptor",125
"1921",2018-03-27,"Televue 20mm Plossl and Vixen 30mm Plossl",259
"1922",2018-03-26,"FS: 12mm TeleVue Delos",128
"1923",2018-03-26,"0.965"" 20mm Kellner - Japan",159
"1924",2018-03-26,"Meade S4000 14mm UWA - Excellent",142
"1925",2018-03-26,"University HD Or 6mm and 12mm",192
"1926",2018-03-26,"Baader Hyperion 8-24 Clickstop Zoom Eyepiece with HYP Barlow - HYP-ZMBAR",115
"1927",2018-03-26,"Meade series 4000 8-24 Zoom",197
"1928",2018-03-26,"Meade Super Plossl 26mm LP",170
"1929",2018-03-25,"Pentax K-40 or Nikon K-40",77
"1930",2018-03-25,"Tele Vue Barrel Extender for 2"" Eyepiece 18.00 FREE SHIP",185
"1931",2018-03-25,"TeleVue Ethos eyepieces",374
"1932",2018-03-25,"New in box Baader Q-Eyepiece Set 4 eyepieces, Barlow and Turret",205
"1933",2018-03-25,"Tele Vue Radian 8mm",229
"1934",2018-03-24,"Tele Vue 7.4mm Plossl made in Japan",149
"1935",2018-03-24,"TV 12mm Nagler Type 4 - Reduced!",242
"1936",2018-03-24,"Leica Microscope eyepiece - Binoviewer pair 25mm",209
"1937",2018-03-24,"APM 18mm Flat Field Eyepieces - two available",229
"1938",2018-03-24,"Tele Vue 55mm Plossl. Excellent",163
"1939",2018-03-24,"University 32mm Erfle and Meade 6mm Circle T Ortho",531
"1940",2018-03-24,"8mm BST Flat Field",90
"1941",2018-03-24,"20mm Meade Research Grade Wide Angle",168
"1942",2018-03-24,"7.5 mm Orion/Vixen Lanthanum (Japan)",136
"1943",2018-03-23,"Antares 15mm Elite Plossl Pair",182
"1944",2018-03-23,"Televue Delos 17.3 mm",149
"1945",2018-03-23,"Vixen 6mm LV",83
"1946",2018-03-23,"Meade electronic eyepiece",141
"1947",2018-03-23,"wtb 12mm Flat Field EP",58
"1948",2018-03-23,"32mm plossl & 12.5mm Zhumell",79
"1949",2018-03-23,"Meade 1.25"" Model 126 barlow w box JAPAN",131
"1950",2018-03-23,"Celestron Silver Top 10mm, 26mm Plossls and 2x Barlow",265
"1951",2018-03-23,"Denkmeier D14 and D21 Eyepieces",183
"1952",2018-03-22,"Tele Vue 11mm Nagler Type 1 Circle (NJ)",168
"1953",2018-03-22,"Meade 6.7mm super wide smoothie-reduced",335
"1954",2018-03-22,"Pelican 1610 Hard Case",210
"1955",2018-03-22,"Orion Premium Eyepiece Kit for sale - Price Lowered",301
"1956",2018-03-22,"Oddball Parks 25mm ""Extra Wide"" w/Wide Adapter Over Eyelens",251
"1957",2018-03-22,"Televue Plossl 11mm, excellent condition",183
"1958",2018-03-22,"B&L A.S.P. 18mm EP, Clean & Clear",61
"1959",2018-03-22,"30mm Orion Ultrascopic Eyepiece",180
"1960",2018-03-22,"Tele Vue 32mm Plossl w/Caps & Box",170
"1961",2018-03-22,"Televue Delite 18.2mm",212
"1962",2018-03-22,"1.25"" Meade MA25mm Eyepiece !!!!!",151
"1963",2018-03-22,"Nagler 7mm T6 mint clean w box, papers, caps, sticker",186
"1964",2018-03-22,"Celestron 2"" 32mm E Lux Eyepiece",156
"1965",2018-03-21,"Vintage Swift Eyepiece and Barlow Set",175
"1966",2018-03-21,"Pentax XW 5mm",143
"1967",2018-03-21,"Pentax XW 3.5mm",123
"1968",2018-03-21,"Pentax XW 40mm",235
"1969",2018-03-21,"Vixen 30mm NLVW",143
"1970",2018-03-21,"New Baader 1.25"" Q Turret",137
"1971",2018-03-21,"Pair: 12mm Astro-Tech Paradigm Dual ED Ep's",148
"1972",2018-03-21,"Celestron Luminos 23mm (2in)",158
"1973",2018-03-21,"8 mm ASTRO TECH PARADIGM",131
"1974",2018-03-21,"Celestron 40 and 32 mm Plossls",178
"1975",2018-03-21,"Meade MA 5 eyepiece Set with Hard Foam Case",188
"1976",2018-03-21,"Orion Deep View 35mm 2"" Eyepiece Reduced to Sell",209
"1977",2018-03-21,"Agena WA 12 mm",123
"1978",2018-03-20,"BAADER  2""  MARK III  HYPERION  8-24mm  ZOOM  EYEPIECE",240
"1979",2018-03-20,"ES 82 14mm and 8.8mm",251
"1980",2018-03-20,"Celestron 40mm E-Lux 2inch",101
"1981",2018-03-20,"Celestron 32mm E-Lux 2inch",92
"1982",2018-03-20,"Gregorian Eyepiece 1750",244
"1983",2018-03-19,"GSO Superview (68 deg)15 MM Like New",133
"1984",2018-03-19,"University Optics 4.8mm-16.8mm-24mm 1.25"" SuperAbbe set",222
"1985",2018-03-19,"Tele Vue 2x Big Barlow",142
"1986",2018-03-19,"Televue 3mm-6mm Zoom",135
"1987",2018-03-19,"20mm ES100 $285 Shipped CONUS",133
"1988",2018-03-19,"Baader Hyperion 5mm 1.25"" eyepiece",112
"1989",2018-03-19,"2"" William Optics 28mm UWA 82 Degree eyepiece",196
"1990",2018-03-19,"Baader Hyperion 21mm 1.25"" eyepiece",112
"1991",2018-03-19,"ES 20mm 68 (2 available)",126
"1992",2018-03-18,"Goto 1.25"" 6mm Huygens in box NEW SEALED and rare!",208
"1993",2018-03-18,"Televue Delos 12mm",166
"1994",2018-03-18,"Burgess Eypiece",92
"1995",2018-03-18,"Rare Meade 56mm Series 4000 Japan Smoothie - 1st gen",287
"1996",2018-03-18,"ES 20mm 68 degree",215
"1997",2018-03-18,"12mm Paradigm",158
"1998",2018-03-18,"Wanted: Meade Smoothies",92
"1999",2018-03-18,"Celestron E-lux 25mm eyepiece 1.25""",113
"2000",2018-03-18,"12.5mm Circle ""T"" JAPAN 1.25"" Ortho",160
"2001",2018-03-18,"Zhumell Super View 30mm 2"" Eyepiece",109
"2002",2018-03-17,"1rpd ST80 30mm 2"" Telescope Eyepiece",216
"2003",2018-03-17,"Celestron E-lux 26mm 2"" Eyepiece",111
"2004",2018-03-17,"Celestron Ultima 18mm eyepiece - REDUCED",182
"2005",2018-03-17,"Gary Russell 2"" 12mm Koenig",75
"2006",2018-03-17,"Coulter Optical 12mm Kellner",137
"2007",2018-03-17,"Meade Series 4000 20mm Super Plossl - JAPAN",153
"2008",2018-03-17,"Baader Hyperion 13mm, and 21mm  (21mm is sold)",192
"2009",2018-03-17,"Tele Vue Delos 4.5mm",98
"2010",2018-03-17,"Tele Vue Delos 6mm",113
"2011",2018-03-17,"Televue Delos 10mm",88
"2012",2018-03-17,"Meade 14mm UWA 82 degree series 4000 - Japan",284
"2013",2018-03-17,"Celestrom 23mm Axiom Japan (Rare)",204
"2014",2018-03-17,"Celestron Ultima's 12.5mm & 7.5mm",160
"2015",2018-03-16,"Tele Vue 9mm Nagler Type 6",96
"2016",2018-03-16,"Tele Vue Ethos 21mm",173
"2017",2018-03-16,"40mm Plossl - Sirius, Omcon, Pro-Optic, etc",140
"2018",2018-03-16,"Meade SWA 24.5 smoothie - Japan",172
"2019",2018-03-16,"AstroTech 2"" Coma Corrector",170
"2020",2018-03-16,"ScopeTronix 18mm Wide Angle EP w/Threaded Bezel & Bolt Case",60
"2021",2018-03-16,"Explore Scientific 6.7mm 82° eyepiece in box",237
"2022",2018-03-16,"Celestron Ultima 35mm",186
"2023",2018-03-16,"Brandon 12mm",71
"2024",2018-03-16,"Zeiss E-PL 10x/20 Aspheric Ortho 25mm",225
"2025",2018-03-16,"Nikon Fieldscope Eyepiece 24x/30x wide MC 16.7mm",175
"2026",2018-03-16,"TV Paracorr T1",244
"2027",2018-03-16,"9mm University Optics ortho, excellent condition",201
"2028",2018-03-16,"9mm Circle ""T"" Ortho",157
"2029",2018-03-16,"Televue 13mm Ethos",163
"2030",2018-03-15,"Meade 25mm MA Eyepiece",131
"2031",2018-03-15,"40MM Series 500 Plossl.",190
"2032",2018-03-15,"GSO/Zhumell 30mm 2"" Superview",156
"2033",2018-03-15,"Celestron Zoom 8mm-24mm",163
"2034",2018-03-15,"TeleVue Plossls smoothies circle NJ Japan",307
"2035",2018-03-15,"Baader Hyperion - Aspheric 36mm As NEW OB",233
"2036",2018-03-15,"Baader Hyperion eyepieces - pick one",393
"2037",2018-03-15,"Pentax xw 10mm eyepiece",133
"2038",2018-03-14,"Explore Scientific 20mm, 68° Eyepiece",171
"2039",2018-03-14,"Meade 4000 13.8mm 'Smoothie"" 1.25"" EP",100
"2040",2018-03-14,"explore scientific 24mm 68degree**** SOLD****",256
"2041",2018-03-14,"20mm Astromania 66° eyepiece (Expanse clone)",233
"2042",2018-03-14,"Meade 40mm 'Smoothie'",140
"2043",2018-03-14,"Meade 1,25"" 40mm super plossla",126
"2044",2018-03-14,"Meade 1.25"" 32mm Super plossl",132
"2045",2018-03-13,"Meade 1.25"" 18mm Super Wide",151
"2046",2018-03-13,"GSO Superview 15 MM and 20 MM",259
"2047",2018-03-13,"WTB: TeleVue 32mm Widefield 'smoothie'",93
"2048",2018-03-13,"Meade 4000 8.8mm Ultra Wide",193
"2049",2018-03-13,"Meade 4000 40mm Super Wide 'Smoothie' EP",214
"2050",2018-03-13,"ScopeTronix MaxView Eyepiece Variable Projection adapter for digital cameras",113
"2051",2018-03-13,"Vintage Celestron 18mm Kellner JAPAN 1.25"" EX+ to MINT condition.",138
"2052",2018-03-13,"meade 14mm ultra wide",386
"2053",2018-03-13,"Orion Volcano-Top 7mm 1.25"" Orthoscopic Black Ex+ to NM",126
"2054",2018-03-12,"TELEVUE NAGLER 26MM TYPE 5",227
"2055",2018-03-12,"Pentax xf 8.5 mm",77
"2056",2018-03-12,"Tele Vue 2.5X Powermate",177
"2057",2018-03-12,"Meade Series 4000 Super Plössl 56mm (2"")",344
"2058",2018-03-12,"Like New TeleVue 12mm Nagler Type 4 Box,caps,etc",227
"2059",2018-03-12,"TeleVue 7.4mm Plossl (R)",148
"2060",2018-03-12,"CELESTRON K. 6mm",138
"2061",2018-03-12,"WTB Tele Vue 15 and 19MM widefields",78
"2062",2018-03-12,"Baader Hyperion 17mm + both tuning rings",115
"2063",2018-03-11,"Side Marked Clave 12mm",136
"2064",2018-03-11,"WO 20mm/3.5mm 100 degree and 13mm.",104
"2065",2018-03-11,"Astrola Pair of 32mm plossls 1.25""",103
"2066",2018-03-11,"ES 6.7/82 Minty",212
"2067",2018-03-11,"Celestron 23mm Axiom LX 82* 2"" Eyepiece",133
"2068",2018-03-11,"Paracorr Tunable Top PTT-2002",195
"2069",2018-03-11,"Powermate T-Ring 2X",125
"2070",2018-03-11,"TeleVue 4X Powermate",133
"2071",2018-03-11,"Meade, Celestron Eyepieces and Barlow",437
"2072",2018-03-10,"Baader Hyperion 36mm 72 degree Aspheric",136
"2073",2018-03-10,"Meade 12mm MA Illuminated Reticle Eyepiece 1.25""",168
"2074",2018-03-10,"Celestron Silvertop 22mm",134
"2075",2018-03-10,"Vintage Meade Series 4000 JAPAN 18mm Super Wide Angle EX+ OB",157
"2076",2018-03-10,"Vintage Celestron Illuminated Reticle Ocular Assembly",153
"2077",2018-03-10,"Meade MA 25mm Circle T - Modified Achromat EX condition",173
"2078",2018-03-10,"Celestron E-lux 25mm Plossl eyepiece EX condition",124
"2079",2018-03-10,"ALL SOLD, Thanks! BST 58° Planetary Eyepieces",313
"2080",2018-03-10,"TeleVue Nagler 26mm T5 (reduced)",169
"2081",2018-03-10,"TeleVue Panoptic 24mm",285
"2082",2018-03-10,"Edmund RKE 8mm & 15mm Eyepieces",177
"2083",2018-03-10,"Binoviewer Pair - 15mm plossl eyepieces $30 for the Pair",133
"2084",2018-03-10,"Ultrawide 9mm  (Orion Expanse)",140
"2085",2018-03-09,"Celestron X-Cel ED 2.3mm",117
"2086",2018-03-09,"Explore Scientific 82° 30mm",251
"2087",2018-03-09,"Looking for: 31mm Celestron Axiom LX Eyepiece",77
"2088",2018-03-09,"Wanted:  Explore Scientific 25mm 100-deg",70
"2089",2018-03-09,"Celestron 8-24mm Zoom 1-1/4"" #93230 $50",110
"2090",2018-03-09,"TeleVue 10.5mm 'smoothie' Plossl",111
"2091",2018-03-09,"Celestron X-Cel Lx - 5mm, 7mm, 12mm, 18mm",167
"2092",2018-03-09,"University Optics HD 9mm 4-element Abbe Orthoscopic Fully Multi-Coated LN",113
"2093",2018-03-08,"28mm RKE Barrel Assembly - No lenses",112
"2094",2018-03-08,"New Baader Classic 32mm Plossl",119
"2095",2018-03-08,"New 10mm Baader Classic Orthoscopic BCO-10",125
"2096",2018-03-08,"Nagler 16mm Type 5 16T5",240
"2097",2018-03-08,"Explore Scientific 8.8mm 82 degree",130
"2098",2018-03-08,"ES 24mm 82° eyepiece 2""",148
"2099",2018-03-08,"Baader 8-24 Zoom MK IV w/ T2 barlow kit (2 ea)",252
"2100",2018-03-08,"Meade 3000 9.5 mm",75
"2101",2018-03-08,"Set of Six V/T Circle T V/T Orthoscopics",329
"2102",2018-03-08,"Wanted:  Meade 2"" 32mm Smoothie",165
"2103",2018-03-08,"Zhumell 18mm eyepiece",168
"2104",2018-03-08,"Classic University Optics HD 18mm Abbe Orthoscopic FMC MINT OB",187
"2105",2018-03-08,"13mm Baader Hyperion used",238
"2106",2018-03-07,"Televue 26mm Nagler T5",162
"2107",2018-03-07,"Clave Pic Du Midi Plossls",221
"2108",2018-03-07,"Vixen NLV 20mm EP Japan",164
"2109",2018-03-07,"Explore Scientific 5.5mm 62 degree",184
"2110",2018-03-07,"8.5mm Konig 1.25""",160
"2111",2018-03-07,"Celestron .965"" eyepieces and diagonal ALL Vixen Japan",225
"2112",2018-03-07,"Pair of Celestron Xcel ED Eyepieces 18mm",225
"2113",2018-03-07,"Matched Vixen Ortho pair, dotted - 25mm Circle ""V""",210
"2114",2018-03-07,"2"" Beat up, UGLY, Barrel from Eyepiece or Diagonal",99
"2115",2018-03-07,"Meade MA 12mm japan ( circle T)",83
"2116",2018-03-07,"Tele Vue 26mm Nagler Excellent Condition",139
"2117",2018-03-07,"Clave/TV/Vernonscope Brandon",379
"2118",2018-03-07,"Nikon Astronomical Telescope Eyepiece NAV-17.5SW",119
"2119",2018-03-07,"Televue Nagler 13mm type6",312
"2120",2018-03-07,"Televue Nagler 4.8",233
"2121",2018-03-07,"Baader Hyperion eyepieces - pick one",395
"2122",2018-03-07,"Tele Vue Nagler 16mm Type 5",157
"2123",2018-03-07,"Hyperion 10mm Modular",106
"2124",2018-03-06,"Machined Aluminum Collimation Eyepiece 1.25""",268
"2125",2018-03-06,"Hyperion 21mm Modular 68*",148
"2126",2018-03-06,"Celestron 8-24 Zoom new in BOX w bolt case",170
"2127",2018-03-06,"Hyperion 31mm Aspheric 1.25”-2”",318
"2128",2018-03-06,"ES 82* Series 30mm 2”",341
"2129",2018-03-06,"Vintage PARKS Gold Series G.S.-5  7.5mm Plossl EX+ OB",168
"2130",2018-03-06,"Vintage Meade Japan M.O.P. 7mm Orthoscopic EX+ NOB",145
"2131",2018-03-06,"ORION Epic ED-2 5.1mm Long Eye Relief EX+ OB",163
"2132",2018-03-06,"ORION Lanthanum Superwide 22mm, 65 deg AFOV, 20mm Eye Relief, EX+ OB",209
"2133",2018-03-06,"Vixen LVW 17mm 65 deg AFOV, 20mm Eye Relief, EX+ to Mint, OB",170
"2134",2018-03-06,"1.25"" Celestron OMNI 32mm Plossl, Taiwan",143
"2135",2018-03-05,"1.25"" Meade Super Plossl 40mm, Japanese version",128
"2136",2018-03-05,"13mm Televue plossl & Meade ma 12 mm Japan",110
"2137",2018-03-05,"EXPLORE SCIENTIFIC 11mm",266
"2138",2018-03-05,"Stellarvue 11/4” crosshairs eyepiece",139
"2139",2018-03-05,"Orion 9mm Ultrascan",96
"2140",2018-03-04,"Celestron 12.5mm Ortho Illuminated Guiding EP",119
"2141",2018-03-04,"Baader Hyperion Universal Mark IV Zoom 8-24",187
"2142",2018-03-04,"Visual Paracorr Type 1 Model PVL-2008...",105
"2143",2018-03-04,"Docter UWA 12.5mm",129
"2144",2018-03-04,"40 mm/13 mm Televue PL,Meade MA 12mm Japan",103
"2145",2018-03-03,"Explore Scientific 28mm 68 degree eyepiece",119
"2146",2018-03-03,"Orion expanse 15 Eyepiece",177
"2147",2018-03-03,"WTB: TeleVue Widefield 24mm smoothie",86
"2148",2018-03-03,"Celestron Silvertop Plossls 10mm, 26mm, 36mm, 45mm",447
"2149",2018-03-03,"Orion DeepView multi coated 28mm 2"" widefield eyepiece",113
"2150",2018-03-02,"8,5 mm and 9,5 mm eyepiece",108
"2151",2018-03-02,"Three eyepieces - great deal",665
"2152",2018-03-02,"25mm Celestron Silver top Plossl #93333",154
"2153",2018-03-02,"Pentax XO 2.5",161
"2154",2018-03-02,"Siebert 8.3mm Ultrawide",229
"2155",2018-03-02,"Burgess/TMB Planetary Series 5mm",216
"2156",2018-03-02,"Pair of quality eyepieces, 16 to 20mm",108
"2157",2018-03-02,"Carl Zeiss Jena Eyepieces & Accessories",437
"2158",2018-03-02,"Orion 20mm Illuminated Centering Eyepiece",130
"2159",2018-03-02,"Meade Series 5000 2"" 20mm Ultra Wide Angle",179
"2160",2018-03-02,"TELEVUE 31mm NAGLER Type 5",241
"2161",2018-03-02,"TELEVUE 21MM ETHOS",159
"2162",2018-03-02,"TELEVUE 13MM ETHOS",98
"2163",2018-03-01,"TELEVUE 8MM ETHOS",123
"2164",2018-03-01,"A few Meade 4000 Super Plossls",284
"2165",2018-03-01,"WTB: 7mm volcano top Ortho (japan) 1.25""",83
"2166",2018-03-01,"Meade Eyepiece; 18mm orthoscopic, Very Good Condition",201
"2167",2018-03-01,"Sirius Eyepiece; 17mm Plossl, Excellent Con SALE!",165
"2168",2018-03-01,"Celestron Eyepiece; Omni 32mm Plossl, Excellent Con SALE!",220
"2169",2018-03-01,"Celestron Eyepiece; 40mm Plossl, Excellent Con. SALE!",167
"2170",2018-03-01,"Vixen Eyepieces, 5mm LVW, 5mm LV, 15mm LV Very Nice!",292
"2171",2018-03-01,"9mm Type 6 Nagler",118
"2172",2018-03-01,"TV 18.2mm DeLite eyepieces....",283
"2173",2018-03-01,"26mm Meade Super Plossl *Smoothside*",122
"2174",2018-03-01,"Denkmeier L-O-A  21mm 3D eyepieces..priced to sell!",164
"2175",2018-03-01,"Celestron Ultima 18mm eyepiece - excellent!",219
"2176",2018-03-01,"Reduced - Televue Nagler 13mm Type 6",200
"2177",2018-03-01,"9mm Nagler Circle NJ Smooth Side",116
"2178",2018-03-01,"Illuminated Reticle eyepieces: Meade and Celestron",316
"2179",2018-03-01,"Star guider 12mm, and 15 mm Dual ED eyepieces",102
"2180",2018-03-01,"Unused Nikon HW 12.5 102 degree with EiC in pairs - Reduced",329
"2181",2018-03-01,"Orion 1.25"" 1st gen Sirius Plossl set w caps/case RARE!!",195
"2182",2018-02-28,"Clave 6mm and 12mm eyepiece 1.25"" size",181
"2183",2018-02-28,"ORION Q70 2"" eyepieces set + Dielectric diagonal",231
"2184",2018-02-28,"40mm Pentax XW",379
"2185",2018-02-28,"10mm Pentax XW",206
"2186",2018-02-28,"2x 18mm APM 65deg UFF",130
"2187",2018-02-28,"24mm ES 82deg",175
"2188",2018-02-28,"Tele Vue  Radian 5 mm",120
"2189",2018-02-28,"Celestron Reducer/Corrector-f/6.3",73
"2190",2018-02-28,"Teleview 6mm Delos",144
"2191",2018-02-28,"Teleview 14mm Delos",203
"2192",2018-02-27,"Baader Mk IV Zoom 8mm-24mm",105
"2193",2018-02-27,"Tele Vue 13 Nagler Type 6 Eyepiece",191
"2194",2018-02-27,"Orion ultrascopic 35mm or Celestron ultima 35mm",85
"2195",2018-02-27,"University Optics Flat Top 16mm Konig Wide Field",221
"2196",2018-02-27,"Meade Mega Wide 21mm - Lower price",237
"2197",2018-02-27,"TeleVue 20 Nagler Type 2 Very Good Condition",218
"2198",2018-02-27,"University Optics MK-70 25mm eyepiece",855
"2199",2018-02-27,"GSO 42mm Superview 65 degree Eyepiece",160
"2200",2018-02-27,"Meade series 3000 Plossls",264
"2201",2018-02-27,"TAK LE eyepieces",240
"2202",2018-02-27,"Siebert 13mm Ultra Bino Pair",133
"2203",2018-02-26,"Siebert 24mm Ultra Bino Pair",101
"2204",2018-02-26,"9mm Zhumell/GSO Plossl *Reduced*",131
"2205",2018-02-26,"WO XWF 1.25""/2"" Eyepieces 9mm & 4.7mm (101 & 110 AFOV)",189
"2206",2018-02-26,"ES 4.7mm x 1.25"" 82 degree AFOV Argon purged XLNT eyepiece",210
"2207",2018-02-26,"ES 9mm 2"" 100 degree Nitrogen Purged Eyepiece XLNT",169
"2208",2018-02-26,"(2) Vite 23mm and 3X barlow",146
"2209",2018-02-26,"26mm Meade Series 5000 plossls",195
"2210",2018-02-26,"VIXEN 30MM LANTHANUM LVW EYEPIECE - 2""",201
