"","titles"
"1824","3-6 Nagler Zoom"
"1825","RKE Eyepieces **SOLD**"
"1826","Pair of LOA 21 3D Deep Immersion Eyepieces"
"1827","36mm Baader Hyperion-Aspheric   INCLUDES SHIPPING"
"1828","Orion Ultrascopic 15mm 1.25"" JAPAN  (reduced)"
"1829","My 32mm SWA 70° for your 38mm SWA/Q70/etc."
"1830","[Brand new Unused] Delos 17.3mm"
"1831","Pentax XO 2.5mm"
"1832","Televue Nagler Zoom 2 to 4 mm[Mint]"
"1833","Garage Sale---ALL REDUCED :)"
"1834","Wide Scan type III eyepieces"
"1835","10mm 1.25"" orion ultrascopic"
"1836","Tele Vue Nagler 9mm"
"1837","11mm Televue"
"1838","Ethos 8mm For Sale"
"1839","1.25"" Tele Vue 20mm Plossl - JAPAN"
"1840","TV Paracorr Type 2"
"1841","Pentax 10 XW - Brand New"
"1842","Explore Scientific 82 degree   18mm / Like new 2 months old"
"1843","Takahashi K9mm"
"1844","Takahashi K25mm"
"1845","Explore Scientific 24mm 82 degrees"
"1846","Meade series 4000 26mm Japan, Celestron 26mm silver top, Televue 26 mm plossl Ja"
"1847","8 mm NexStar Plössl"
"1848","Lunt LS 10mm SWA 70 Degree Eyepiece 1.25"
"1849","Televue 13mm Ethos Eyepiece NEW"
"1850","Wanted - .965"" Vixen Orthos, 4mm and 12.5mm"
"1851","Celestron 26mm silvertop plossl"
"1852","Meade 8mm-24mm Zoom"
"1853","KOWA TSN PZ f/680-1000mm"
"1854","Meade Super Plossl 26mm volcano top Japan"
"1855","Mint TeleVue 8mm Ethos"
"1856","A few fine EPs for sale"
"1857","32mm Astrola 2"" SP Eyepiece In Box"
"1858","Oddball University 2"" 10mm ""Wide View Plossl"""
"1859","Skywatcher Nirvana 28mm UWA 82 degree 2"""
"1860","Baader Hyperion 10mm 1.25"" eyepiece"
"1861","Celestron X-cel 12 mm."
"1862","Antares 2 inch SCT visual back"
"1863","Nice Tele Vue 15mm Widefield"
"1864","Celestron Axiom LX 7MM"
"1865","Meade 18mm smooth top superwide"
"1866","Meade Series 4000 26mm Japan"
"1867","Tele Vue 9mm Delite"
"1868","6mm Burgess/TMB planetary"
"1869","Orion Ultrascopic 15mm and 25mm"
"1870","Orion Expanse eyepieces 6mm and 9mm great condition"
"1871","2X Pre-RKE Edmund 1.25"" EPs"
"1872","Meade 20mm Plossl"
"1873","Like New in Box Baader Mark III Zoom EP 205.00 FREE SHIP"
"1874","Televue Nagler 3-6mm zoom eyepiece"
"1875","Ethos 8mm & 17mm"
"1876","[Brand new Unused] Delos Set"
"1877","GSO 2 inch to 1 1/4 inch Eyepiece Adapter"
"1878","TV DELOS 10mm"
"1879","Baader Hyperion 13mm Complete in Box $75.00"
"1880","Tele Vue Panoptic 35mm or Comparable"
"1881","Baader 2"" Clicklock Adapter for Large SCT 3.25"""
"1882","WTB Unitron Polarex Unihex Turret"
"1883","Delos 17.3mm"
"1884","University Optics HD Orthoscopic"
"1885","Explore Scientific 20mm 70 degree eyepiece"
"1886","Vixen 4mm LV (Japan)- Excellent"
"1887","Tele Vue 40mm Plossl - marked JAPAN"
"1888","Tele Vue Nagler 26 / 31mm or Panoptic 35"
"1889","Televue 6mm Radian - Like New!"
"1890","Orion LaserMate Delux and Collimating Eyepiece"
"1891","Baader Hyperion 8-24mm Clickstop-Zoom"
"1892","Televue 3-6mm Nagler zoom"
"1893","1.25"" High Point 20mm Super View"
"1894","Delos 17.3mm [ Unused ]"
"1895","Ethos 8mm [Bevel Model]"
"1896","22T4 Nagler"
"1897","Delos 17.3"
"1898","ES 20mm 100 degree"
"1899","Televue 35mm Panoptic, box, caps, shipped"
"1900","Meade HD-60 Set"
"1901","Wanted - 35 Panoptic"
"1902","Baader Hyperion 21mm Modular eyepiece"
"1903","Celestron X-Cel LX eyepieces 5, 7, 18, 25, 2X"
"1904","Meade 5000 Series 32mm Plossl"
"1905","TeleVue 41mm Panoptic"
"1906","TeleVue 35mm Panoptic"
"1907","Seeking 1.25"" 25mm Ortho Unitron Eyepiece or Equivalent"
"1908","WTB Meade Series 4000 18mm and 24mm superwides"
"1909","Meade Series 5000 UWA 24, 30mm"
"1910","William Optics 12.5mm SPL"
"1911","Tele Vue 35mm Panoptic"
"1912","Ethos 8mm and 13/17mm"
"1913","Vixen SSW 7 mm Ultra Wide Eyepiece with 83 degree field of view"
"1914","Meade 5mm plossls and 9.7 mm plossl"
"1915","Brand New Unused Delos 8mm"
"1916","T.V. Ethos 13"
"1917","Celestron Volcano Top Eyepieces Japanese Glass Vintage"
"1918","Ethos 17mm for sale"
"1919","Baader Morpheus eyepieces"
"1920","Televue 2"" SCT threaded adaptor"
"1921","Televue 20mm Plossl and Vixen 30mm Plossl"
"1922","FS: 12mm TeleVue Delos"
"1923","0.965"" 20mm Kellner - Japan"
"1924","Meade S4000 14mm UWA - Excellent"
"1925","University HD Or 6mm and 12mm"
"1926","Baader Hyperion 8-24 Clickstop Zoom Eyepiece with HYP Barlow - HYP-ZMBAR"
"1927","Meade series 4000 8-24 Zoom"
"1928","Meade Super Plossl 26mm LP"
"1929","Pentax K-40 or Nikon K-40"
"1930","Tele Vue Barrel Extender for 2"" Eyepiece 18.00 FREE SHIP"
"1931","TeleVue Ethos eyepieces"
"1932","New in box Baader Q-Eyepiece Set 4 eyepieces, Barlow and Turret"
"1933","Tele Vue Radian 8mm"
"1934","Tele Vue 7.4mm Plossl made in Japan"
"1935","TV 12mm Nagler Type 4 - Reduced!"
"1936","Leica Microscope eyepiece - Binoviewer pair 25mm"
"1937","APM 18mm Flat Field Eyepieces - two available"
"1938","Tele Vue 55mm Plossl. Excellent"
"1939","University 32mm Erfle and Meade 6mm Circle T Ortho"
"1940","8mm BST Flat Field"
"1941","20mm Meade Research Grade Wide Angle"
"1942","7.5 mm Orion/Vixen Lanthanum (Japan)"
"1943","Antares 15mm Elite Plossl Pair"
"1944","Televue Delos 17.3 mm"
"1945","Vixen 6mm LV"
"1946","Meade electronic eyepiece"
"1947","wtb 12mm Flat Field EP"
"1948","32mm plossl & 12.5mm Zhumell"
"1949","Meade 1.25"" Model 126 barlow w box JAPAN"
"1950","Celestron Silver Top 10mm, 26mm Plossls and 2x Barlow"
"1951","Denkmeier D14 and D21 Eyepieces"
"1952","Tele Vue 11mm Nagler Type 1 Circle (NJ)"
"1953","Meade 6.7mm super wide smoothie-reduced"
"1954","Pelican 1610 Hard Case"
"1955","Orion Premium Eyepiece Kit for sale - Price Lowered"
"1956","Oddball Parks 25mm ""Extra Wide"" w/Wide Adapter Over Eyelens"
"1957","Televue Plossl 11mm, excellent condition"
"1958","B&L A.S.P. 18mm EP, Clean & Clear"
"1959","30mm Orion Ultrascopic Eyepiece"
"1960","Tele Vue 32mm Plossl w/Caps & Box"
"1961","Televue Delite 18.2mm"
"1962","1.25"" Meade MA25mm Eyepiece !!!!!"
"1963","Nagler 7mm T6 mint clean w box, papers, caps, sticker"
"1964","Celestron 2"" 32mm E Lux Eyepiece"
"1965","Vintage Swift Eyepiece and Barlow Set"
"1966","Pentax XW 5mm"
"1967","Pentax XW 3.5mm"
"1968","Pentax XW 40mm"
"1969","Vixen 30mm NLVW"
"1970","New Baader 1.25"" Q Turret"
"1971","Pair: 12mm Astro-Tech Paradigm Dual ED Ep's"
"1972","Celestron Luminos 23mm (2in)"
"1973","8 mm ASTRO TECH PARADIGM"
"1974","Celestron 40 and 32 mm Plossls"
"1975","Meade MA 5 eyepiece Set with Hard Foam Case"
"1976","Orion Deep View 35mm 2"" Eyepiece Reduced to Sell"
"1977","Agena WA 12 mm"
"1978","BAADER  2""  MARK III  HYPERION  8-24mm  ZOOM  EYEPIECE"
"1979","ES 82 14mm and 8.8mm"
"1980","Celestron 40mm E-Lux 2inch"
"1981","Celestron 32mm E-Lux 2inch"
"1982","Gregorian Eyepiece 1750"
"1983","GSO Superview (68 deg)15 MM Like New"
"1984","University Optics 4.8mm-16.8mm-24mm 1.25"" SuperAbbe set"
"1985","Tele Vue 2x Big Barlow"
"1986","Televue 3mm-6mm Zoom"
"1987","20mm ES100 $285 Shipped CONUS"
"1988","Baader Hyperion 5mm 1.25"" eyepiece"
"1989","2"" William Optics 28mm UWA 82 Degree eyepiece"
"1990","Baader Hyperion 21mm 1.25"" eyepiece"
"1991","ES 20mm 68 (2 available)"
"1992","Goto 1.25"" 6mm Huygens in box NEW SEALED and rare!"
"1993","Televue Delos 12mm"
"1994","Burgess Eypiece"
"1995","Rare Meade 56mm Series 4000 Japan Smoothie - 1st gen"
"1996","ES 20mm 68 degree"
"1997","12mm Paradigm"
"1998","Wanted: Meade Smoothies"
"1999","Celestron E-lux 25mm eyepiece 1.25"""
"2000","12.5mm Circle ""T"" JAPAN 1.25"" Ortho"
"2001","Zhumell Super View 30mm 2"" Eyepiece"
"2002","1rpd ST80 30mm 2"" Telescope Eyepiece"
"2003","Celestron E-lux 26mm 2"" Eyepiece"
"2004","Celestron Ultima 18mm eyepiece - REDUCED"
"2005","Gary Russell 2"" 12mm Koenig"
"2006","Coulter Optical 12mm Kellner"
"2007","Meade Series 4000 20mm Super Plossl - JAPAN"
"2008","Baader Hyperion 13mm, and 21mm  (21mm is sold)"
"2009","Tele Vue Delos 4.5mm"
"2010","Tele Vue Delos 6mm"
"2011","Televue Delos 10mm"
"2012","Meade 14mm UWA 82 degree series 4000 - Japan"
"2013","Celestrom 23mm Axiom Japan (Rare)"
"2014","Celestron Ultima's 12.5mm & 7.5mm"
"2015","Tele Vue 9mm Nagler Type 6"
"2016","Tele Vue Ethos 21mm"
"2017","40mm Plossl - Sirius, Omcon, Pro-Optic, etc"
"2018","Meade SWA 24.5 smoothie - Japan"
"2019","AstroTech 2"" Coma Corrector"
"2020","ScopeTronix 18mm Wide Angle EP w/Threaded Bezel & Bolt Case"
"2021","Explore Scientific 6.7mm 82° eyepiece in box"
"2022","Celestron Ultima 35mm"
"2023","Brandon 12mm"
"2024","Zeiss E-PL 10x/20 Aspheric Ortho 25mm"
"2025","Nikon Fieldscope Eyepiece 24x/30x wide MC 16.7mm"
"2026","TV Paracorr T1"
"2027","9mm University Optics ortho, excellent condition"
"2028","9mm Circle ""T"" Ortho"
"2029","Televue 13mm Ethos"
"2030","Meade 25mm MA Eyepiece"
"2031","40MM Series 500 Plossl."
"2032","GSO/Zhumell 30mm 2"" Superview"
"2033","Celestron Zoom 8mm-24mm"
"2034","TeleVue Plossls smoothies circle NJ Japan"
"2035","Baader Hyperion - Aspheric 36mm As NEW OB"
"2036","Baader Hyperion eyepieces - pick one"
"2037","Pentax xw 10mm eyepiece"
"2038","Explore Scientific 20mm, 68° Eyepiece"
"2039","Meade 4000 13.8mm 'Smoothie"" 1.25"" EP"
"2040","explore scientific 24mm 68degree**** SOLD****"
"2041","20mm Astromania 66° eyepiece (Expanse clone)"
"2042","Meade 40mm 'Smoothie'"
"2043","Meade 1,25"" 40mm super plossla"
"2044","Meade 1.25"" 32mm Super plossl"
"2045","Meade 1.25"" 18mm Super Wide"
"2046","GSO Superview 15 MM and 20 MM"
"2047","WTB: TeleVue 32mm Widefield 'smoothie'"
"2048","Meade 4000 8.8mm Ultra Wide"
"2049","Meade 4000 40mm Super Wide 'Smoothie' EP"
"2050","ScopeTronix MaxView Eyepiece Variable Projection adapter for digital cameras"
"2051","Vintage Celestron 18mm Kellner JAPAN 1.25"" EX+ to MINT condition."
"2052","meade 14mm ultra wide"
"2053","Orion Volcano-Top 7mm 1.25"" Orthoscopic Black Ex+ to NM"
"2054","TELEVUE NAGLER 26MM TYPE 5"
"2055","Pentax xf 8.5 mm"
"2056","Tele Vue 2.5X Powermate"
"2057","Meade Series 4000 Super Plössl 56mm (2"")"
"2058","Like New TeleVue 12mm Nagler Type 4 Box,caps,etc"
"2059","TeleVue 7.4mm Plossl (R)"
"2060","CELESTRON K. 6mm"
"2061","WTB Tele Vue 15 and 19MM widefields"
"2062","Baader Hyperion 17mm + both tuning rings"
"2063","Side Marked Clave 12mm"
"2064","WO 20mm/3.5mm 100 degree and 13mm."
"2065","Astrola Pair of 32mm plossls 1.25"""
"2066","ES 6.7/82 Minty"
"2067","Celestron 23mm Axiom LX 82* 2"" Eyepiece"
"2068","Paracorr Tunable Top PTT-2002"
"2069","Powermate T-Ring 2X"
"2070","TeleVue 4X Powermate"
"2071","Meade, Celestron Eyepieces and Barlow"
"2072","Baader Hyperion 36mm 72 degree Aspheric"
"2073","Meade 12mm MA Illuminated Reticle Eyepiece 1.25"""
"2074","Celestron Silvertop 22mm"
"2075","Vintage Meade Series 4000 JAPAN 18mm Super Wide Angle EX+ OB"
"2076","Vintage Celestron Illuminated Reticle Ocular Assembly"
"2077","Meade MA 25mm Circle T - Modified Achromat EX condition"
"2078","Celestron E-lux 25mm Plossl eyepiece EX condition"
"2079","ALL SOLD, Thanks! BST 58° Planetary Eyepieces"
"2080","TeleVue Nagler 26mm T5 (reduced)"
"2081","TeleVue Panoptic 24mm"
"2082","Edmund RKE 8mm & 15mm Eyepieces"
"2083","Binoviewer Pair - 15mm plossl eyepieces $30 for the Pair"
"2084","Ultrawide 9mm  (Orion Expanse)"
"2085","Celestron X-Cel ED 2.3mm"
"2086","Explore Scientific 82° 30mm"
"2087","Looking for: 31mm Celestron Axiom LX Eyepiece"
"2088","Wanted:  Explore Scientific 25mm 100-deg"
"2089","Celestron 8-24mm Zoom 1-1/4"" #93230 $50"
"2090","TeleVue 10.5mm 'smoothie' Plossl"
"2091","Celestron X-Cel Lx - 5mm, 7mm, 12mm, 18mm"
"2092","University Optics HD 9mm 4-element Abbe Orthoscopic Fully Multi-Coated LN"
"2093","28mm RKE Barrel Assembly - No lenses"
"2094","New Baader Classic 32mm Plossl"
"2095","New 10mm Baader Classic Orthoscopic BCO-10"
"2096","Nagler 16mm Type 5 16T5"
"2097","Explore Scientific 8.8mm 82 degree"
"2098","ES 24mm 82° eyepiece 2"""
"2099","Baader 8-24 Zoom MK IV w/ T2 barlow kit (2 ea)"
"2100","Meade 3000 9.5 mm"
"2101","Set of Six V/T Circle T V/T Orthoscopics"
"2102","Wanted:  Meade 2"" 32mm Smoothie"
"2103","Zhumell 18mm eyepiece"
"2104","Classic University Optics HD 18mm Abbe Orthoscopic FMC MINT OB"
"2105","13mm Baader Hyperion used"
"2106","Televue 26mm Nagler T5"
"2107","Clave Pic Du Midi Plossls"
"2108","Vixen NLV 20mm EP Japan"
"2109","Explore Scientific 5.5mm 62 degree"
"2110","8.5mm Konig 1.25"""
"2111","Celestron .965"" eyepieces and diagonal ALL Vixen Japan"
"2112","Pair of Celestron Xcel ED Eyepieces 18mm"
"2113","Matched Vixen Ortho pair, dotted - 25mm Circle ""V"""
"2114","2"" Beat up, UGLY, Barrel from Eyepiece or Diagonal"
"2115","Meade MA 12mm japan ( circle T)"
"2116","Tele Vue 26mm Nagler Excellent Condition"
"2117","Clave/TV/Vernonscope Brandon"
"2118","Nikon Astronomical Telescope Eyepiece NAV-17.5SW"
"2119","Televue Nagler 13mm type6"
"2120","Televue Nagler 4.8"
"2121","Baader Hyperion eyepieces - pick one"
"2122","Tele Vue Nagler 16mm Type 5"
"2123","Hyperion 10mm Modular"
"2124","Machined Aluminum Collimation Eyepiece 1.25"""
"2125","Hyperion 21mm Modular 68*"
"2126","Celestron 8-24 Zoom new in BOX w bolt case"
"2127","Hyperion 31mm Aspheric 1.25”-2”"
"2128","ES 82* Series 30mm 2”"
"2129","Vintage PARKS Gold Series G.S.-5  7.5mm Plossl EX+ OB"
"2130","Vintage Meade Japan M.O.P. 7mm Orthoscopic EX+ NOB"
"2131","ORION Epic ED-2 5.1mm Long Eye Relief EX+ OB"
"2132","ORION Lanthanum Superwide 22mm, 65 deg AFOV, 20mm Eye Relief, EX+ OB"
"2133","Vixen LVW 17mm 65 deg AFOV, 20mm Eye Relief, EX+ to Mint, OB"
"2134","1.25"" Celestron OMNI 32mm Plossl, Taiwan"
"2135","1.25"" Meade Super Plossl 40mm, Japanese version"
"2136","13mm Televue plossl & Meade ma 12 mm Japan"
"2137","EXPLORE SCIENTIFIC 11mm"
"2138","Stellarvue 11/4” crosshairs eyepiece"
"2139","Orion 9mm Ultrascan"
"2140","Celestron 12.5mm Ortho Illuminated Guiding EP"
"2141","Baader Hyperion Universal Mark IV Zoom 8-24"
"2142","Visual Paracorr Type 1 Model PVL-2008..."
"2143","Docter UWA 12.5mm"
"2144","40 mm/13 mm Televue PL,Meade MA 12mm Japan"
"2145","Explore Scientific 28mm 68 degree eyepiece"
"2146","Orion expanse 15 Eyepiece"
"2147","WTB: TeleVue Widefield 24mm smoothie"
"2148","Celestron Silvertop Plossls 10mm, 26mm, 36mm, 45mm"
"2149","Orion DeepView multi coated 28mm 2"" widefield eyepiece"
"2150","8,5 mm and 9,5 mm eyepiece"
"2151","Three eyepieces - great deal"
"2152","25mm Celestron Silver top Plossl #93333"
"2153","Pentax XO 2.5"
"2154","Siebert 8.3mm Ultrawide"
"2155","Burgess/TMB Planetary Series 5mm"
"2156","Pair of quality eyepieces, 16 to 20mm"
"2157","Carl Zeiss Jena Eyepieces & Accessories"
"2158","Orion 20mm Illuminated Centering Eyepiece"
"2159","Meade Series 5000 2"" 20mm Ultra Wide Angle"
"2160","TELEVUE 31mm NAGLER Type 5"
"2161","TELEVUE 21MM ETHOS"
"2162","TELEVUE 13MM ETHOS"
"2163","TELEVUE 8MM ETHOS"
"2164","A few Meade 4000 Super Plossls"
"2165","WTB: 7mm volcano top Ortho (japan) 1.25"""
"2166","Meade Eyepiece; 18mm orthoscopic, Very Good Condition"
"2167","Sirius Eyepiece; 17mm Plossl, Excellent Con SALE!"
"2168","Celestron Eyepiece; Omni 32mm Plossl, Excellent Con SALE!"
"2169","Celestron Eyepiece; 40mm Plossl, Excellent Con. SALE!"
"2170","Vixen Eyepieces, 5mm LVW, 5mm LV, 15mm LV Very Nice!"
"2171","9mm Type 6 Nagler"
"2172","TV 18.2mm DeLite eyepieces...."
"2173","26mm Meade Super Plossl *Smoothside*"
"2174","Denkmeier L-O-A  21mm 3D eyepieces..priced to sell!"
"2175","Celestron Ultima 18mm eyepiece - excellent!"
"2176","Reduced - Televue Nagler 13mm Type 6"
"2177","9mm Nagler Circle NJ Smooth Side"
"2178","Illuminated Reticle eyepieces: Meade and Celestron"
"2179","Star guider 12mm, and 15 mm Dual ED eyepieces"
"2180","Unused Nikon HW 12.5 102 degree with EiC in pairs - Reduced"
"2181","Orion 1.25"" 1st gen Sirius Plossl set w caps/case RARE!!"
"2182","Clave 6mm and 12mm eyepiece 1.25"" size"
"2183","ORION Q70 2"" eyepieces set + Dielectric diagonal"
"2184","40mm Pentax XW"
"2185","10mm Pentax XW"
"2186","2x 18mm APM 65deg UFF"
"2187","24mm ES 82deg"
"2188","Tele Vue  Radian 5 mm"
"2189","Celestron Reducer/Corrector-f/6.3"
"2190","Teleview 6mm Delos"
"2191","Teleview 14mm Delos"
"2192","Baader Mk IV Zoom 8mm-24mm"
"2193","Tele Vue 13 Nagler Type 6 Eyepiece"
"2194","Orion ultrascopic 35mm or Celestron ultima 35mm"
"2195","University Optics Flat Top 16mm Konig Wide Field"
"2196","Meade Mega Wide 21mm - Lower price"
"2197","TeleVue 20 Nagler Type 2 Very Good Condition"
"2198","University Optics MK-70 25mm eyepiece"
"2199","GSO 42mm Superview 65 degree Eyepiece"
"2200","Meade series 3000 Plossls"
"2201","TAK LE eyepieces"
"2202","Siebert 13mm Ultra Bino Pair"
"2203","Siebert 24mm Ultra Bino Pair"
"2204","9mm Zhumell/GSO Plossl *Reduced*"
"2205","WO XWF 1.25""/2"" Eyepieces 9mm & 4.7mm (101 & 110 AFOV)"
"2206","ES 4.7mm x 1.25"" 82 degree AFOV Argon purged XLNT eyepiece"
"2207","ES 9mm 2"" 100 degree Nitrogen Purged Eyepiece XLNT"
"2208","(2) Vite 23mm and 3X barlow"
"2209","26mm Meade Series 5000 plossls"
"2210","VIXEN 30MM LANTHANUM LVW EYEPIECE - 2"""
"2211","Tele-Vue Panoptic 22mm"
"2212","TeleVue Nagler 9mm Mint Condition"
"2213","Meade Super Wide Angle 40mm New Condition"
"2214","Orion Stratus 5mm 68* Eyepiece"
"2215","Huge Eyepiece Garage Sale- outreach, Vixen, Meade, Celestron, Baader!"
"2216","Televue 35mm Panoptic NEW"
"2217","Televue Nagler 9mm Type 1"
"2218","2"" Bresser 70 degree, 25mm eyepiece NIB"
"2219","William Optic 20mm WA 66"
"2220","Paracorr Type 1 adjustable"
"2221","TV DELOS 17.3MM"
"2222","TV DELOS 4.5mm"
"2223","Various 1-1/4"" eyepieces"
"2224","Orion 5mm Or, 40mm AH, and barlow. Parks 32mm Plossl"
"2225","MEADE 5000 UWA's"
"2226","Meade Greenie"
"2227","Meade 40mm Super Wide Angle"
"2228","TELEVUE 20mm NAGLER Type 5 mint"
"2229","Eyepiece for sale; 12mm no Brand Listed *Price Reduced*"
"2230","Televue 32mm smoothie NJ"
"2231","Lightweight binoviewer eyepiece pair."
"2232","EYEPIECES (PAIR) (REDUCED)"
"2233","ZHUMELL 2"" Super Wide 30MM"
"2234","A couple of Nice Plossls - Meade.Celestron $20 & FREE SHIPPING"
"2235","Explore Scientific 14MM 82° eyepiece"
"2236","Orion Sirius Plossls excellent condition"
"2237","TeleVue 15mm Plossl PAIR"
"2238","Meade 5000 8.8mm 82° UWA"
"2239","10mm Baader Planetarium Hyperion"
"2240","Tele Vue 5x Powermate"
"2241","Celestron 2-inch Eyepiece/Diagonal/Barlow/Filter Kit"
"2242","Televue Panoptic 35mm"
"2243","Brand New, Unopened Explore Scientific 18mm 82-Degree Eyepiece"
"2244","University eyepiece, 6.5mm Konig II"
"2245","WTB Baader Classic Orthoscopic BCO 6mm and 18mm"
"2246","Japan Meade Series 4000 26mm LP Super Plossl In Box & Bolt Case"
"2247","GSO 50mm Eyepiece"
"2248","ES 14 mm 100° AFOV"
"2249","30mm 80 degree two inch eyepiece"
"2250","Celestron Ultima Duo 10mm eyepieces like new"
"2251","University optics 25mm Ortho circle T"
"2252","Explore Scientific 11mm 82*"
"2253","Meade 56mm Plossl"
"2254","Baader Hyperion 24mm Eyepieces (2 Available) - Reduced"
"2255","18mm Meade Superwideangle - Japan - Reduced"
"2256","Wide Scan Seventy 2"" eyepiece 32mm -REDUCED PRICE"
"2257","TeleVue Ethos 17mm"
"2258","WTB: 19mm Panoptic"
"2259","Parks Gold Series 1.25"" triplet 2x barlow CLEAN!"
"2260","Explore Scientific 82° 4.7mm 1.25"" eyepiece"
"2261","Tele Vue Nagler 13mm"
"2262","Meade 4000 Series 1st. Gen. Japan Super Plossl 26mm."
"2263","Celestron 40mm Plossl Brand New in Packaging"
"2264","JSP EasyTester 133 LPI Ronchi Grating Tester"
"2265","ES 20mm 100° AFOV"
"2266","Meade 4000 Series 1st. Gen. Japan Super Plossl 32mm."
"2267","Starter set of Meade series 4000 Super-Plossls"
"2268","ES 9mm 100°"
"2269","Meade 24mm Ultra Wide 2"" eyepiece series 5000"
"2270","Meade 6.4mm  ""Smoothie"" and 9.5mm Plossl series 3000"
"2271","Wanted: Explore Scientific 12mm 92 degree FOV"
"2272","3.2mm Agena Starguider"
"2273","6mm University HD Ortho"
"2274","TV Nagler 9mm Type 6"
"2275","Celestron X-Cel LX 25mm Eyepiece !!!!!"
"2276","Set Meade 4000 plosss - Taiwan"
"2277","Meade 14mm UWA Series 4000 1.25"" 2"" Japanese Made"
"2278","Orion Field Flattener for Short Refractors"
"2279","Volcano Top Circle T 12mm Kellner in Original Box"
"2280","Russel 50mm Super Plossl"
"2281","celestron 17mm halloween plossl.  1.25 inch, Taiwan"
"2282","Celestron 9mm Ortho Volcano Top"
"2283","Celestron 12mm Ortho Volcano Top"
"2284","Celestron 25mm E-Lux 1.25"" Plossl eyepiece"
"2285","Pentax 5 XW"
"2286","Brand New, Unopened Explore Scientific 18mm 82-Degree Eyepiece"
"2287","Baader Hyperion 5mm"
"2288","TeleVue Nagler Zoom 3-6mm"
"2289","Televue 20mm Nagler T5"
"2290","ES 14mm 100 degree 2 inch eyepiece"
"2291","Celestron Omni 25mm Plössl (93322)"
"2292","University eyepiece, 8mm Konig II"
"2293","University Eyepiece, 16mm Konig II"
"2294","Celestron 8 to 24mm 1.25 Zoom Eyepiece"
"2295","AP super planetary eyepieces 6mm,8mm,10mm & 12mm"
"2296","Meade 5.5mm Plossl -price drop"
"2297","5mm Paradigm ED Eyepiece"
"2298","Carton and Celestron eyepieces both Japan"
"2299","two Meade eyepoeces 1.25"
"2300","Edmund RKE 28mm Eyepiece"
"2301","Explore Scientific 68° 20mm 1.25"""
"2302","TV 5mm T6 Nagler"
"2303","Vixen Skypod"
"2304","Brandon Vernonscope 16, 12, 8mm Eyepieces and 2.4x Dakin Barlow"
"2305","TeleVue Ethos eyepieces set w/ Nagler + Powermate + case"
"2306","Meade Series 5000 34mm SWA"
"2307","William Optics 2"" 33mm Swan eyepiece"
"2308","Tele Vue 19mm Panoptic"
"2309","Tele Vue 11mm Nagler"
"2310","Vixen LV10mm Long Eye Relief.  FREE SHIPPING"
"2311",".965 TO 1.25 ADAPTOR"
"2312","looking for a 9mm T1 nagler"
"2313","Televue 20mm plossl"
"2314","Unknown Wide-Field Brass Eyepiece, French?"
